category_id_clean,canonical_family_clean,transaction_count,mapped_total,percentage
615.0,Transfers & Withdrawals,11,20,55.00000000000001
615.0,Healthcare,7,20,35.0
615.0,Fuel,1,20,5.0
615.0,Income,1,20,5.0
616.0,Healthcare,8,17,47.05882352941176
616.0,Food & Groceries,3,17,17.647058823529413
616.0,Shopping & Retail,3,17,17.647058823529413
616.0,Income,2,17,11.76470588235294
616.0,Fuel,1,17,5.88235294117647
617.0,Shopping & Retail,27,96,28.125
617.0,Utilities & Bills,23,96,23.958333333333336
617.0,Healthcare,20,96,20.833333333333336
617.0,Food & Groceries,14,96,14.583333333333334
617.0,Transfers & Withdrawals,8,96,8.333333333333332
617.0,Transport,3,96,3.125
617.0,Fuel,1,96,1.0416666666666665
618.0,Healthcare,6,7,85.71428571428571
618.0,Transport,1,7,14.285714285714285
619.0,Shopping & Retail,5,10,50.0
619.0,Transfers & Withdrawals,2,10,20.0
619.0,Transport,2,10,20.0
619.0,Fuel,1,10,10.0
620.0,Utilities & Bills,5,8,62.5
620.0,Shopping & Retail,2,8,25.0
620.0,Healthcare,1,8,12.5
621.0,Shopping & Retail,3,6,50.0
621.0,Food & Groceries,2,6,33.33333333333333
621.0,Healthcare,1,6,16.666666666666664
623.0,Transfers & Withdrawals,16,16,100.0
625.0,Transfers & Withdrawals,50,153,32.6797385620915
625.0,Income,30,153,19.607843137254903
625.0,Healthcare,19,153,12.418300653594772
625.0,Shopping & Retail,17,153,11.11111111111111
625.0,Food & Groceries,16,153,10.457516339869281
625.0,Transport,12,153,7.8431372549019605
625.0,Utilities & Bills,5,153,3.2679738562091507
625.0,Fuel,4,153,2.6143790849673203
626.0,Transfers & Withdrawals,162,198,81.81818181818183
626.0,Food & Groceries,11,198,5.555555555555555
626.0,Shopping & Retail,9,198,4.545454545454546
626.0,Healthcare,5,198,2.525252525252525
626.0,Other,5,198,2.525252525252525
626.0,Utilities & Bills,4,198,2.0202020202020203
626.0,Transport,2,198,1.0101010101010102
627.0,Income,8,22,36.36363636363637
627.0,Healthcare,7,22,31.818181818181817
627.0,Transfers & Withdrawals,2,22,9.090909090909092
627.0,Transport,2,22,9.090909090909092
627.0,Food & Groceries,1,22,4.545454545454546
627.0,Fuel,1,22,4.545454545454546
627.0,Other,1,22,4.545454545454546
628.0,Fuel,17,38,44.73684210526316
628.0,Food & Groceries,7,38,18.421052631578945
628.0,Healthcare,5,38,13.157894736842104
628.0,Transfers & Withdrawals,5,38,13.157894736842104
628.0,Shopping & Retail,2,38,5.263157894736842
628.0,Transport,2,38,5.263157894736842
629.0,Shopping & Retail,4,11,36.36363636363637
629.0,Transfers & Withdrawals,4,11,36.36363636363637
629.0,Food & Groceries,2,11,18.181818181818183
629.0,Fuel,1,11,9.090909090909092
630.0,Other,9,12,75.0
630.0,Shopping & Retail,2,12,16.666666666666664
630.0,Food & Groceries,1,12,8.333333333333332
632.0,Healthcare,12,13,92.3076923076923
632.0,Income,1,13,7.6923076923076925
635.0,Income,23,23,100.0
638.0,Income,1,1,100.0
650.0,Fuel,9,10,90.0
650.0,Food & Groceries,1,10,10.0
1626034674.0,Fuel,3,3,100.0
1626052914.0,Income,1,1,100.0
1626074738.0,Fuel,1,1,100.0
1626699771.0,Fuel,1,1,100.0
1652206412.0,Income,1,1,100.0
