vch_desc,vch_type,canonical_id,canonical_family,label_source,label_confidence,validation_status
Pizza Shawarma Shake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza and drinks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza at Stone Ove,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza deal...,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza for Susraal n bottle for friends,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza hut,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza jalal son,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza khaya,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza power and dinner night,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza with Ammi Jan,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pizza with Qasim bahi ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
PizzaPoint Foodpanda from my jazz numb,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Power market grocery ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pranzoo food ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Printing nes vita juice chicken petty and chicken tikka stick,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Pulao for dinner ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Purchase Fruits ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Qadar Fruit ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Qaria, water, milk for May 2019",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Qeemo for dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Quetta tea, I-10 Markaz. two cup of tea. me and rehan",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
RAHIM Anwar nashta ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
ROTI KHAI,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Raees standard biryani,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rafay Birthday Pizza,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rahat bakery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rahat bakery chakwal ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Razor and eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Razzaq and office food,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Receivable against Grocery from Pakeezah,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Receivable against MYGTC food till 13 july 2019,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Received against food expenses,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Recharge chain singh pay re ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Repair juicer machine,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Return to Zia for 28th June's Lunch.,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Returned by Laila, contribution for Sidra farewell dinner. ",Income,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rice Milk Eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Riyan Teacher ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rohaan Milk,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Room Grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti (3) chewing gum (2),Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti and cold drink ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti etc Ana,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti fm Punjab Restaurant ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti for Hamza,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti for Office lunch,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti in bhurban,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti n Bread,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti salan from shaheen,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti x 6,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti yogurt and daal,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Roti, biscuits",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Roti. Samosa. Tea,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rotiyan and ice cream ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rotiyan at ghazala khala home,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Rupamari tea point pole 8 camera sensor repair cash bill ,Income,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Rusk, Milk, Fruit",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
SPAR - Mango,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Saadeddin cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi + Snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi Meat etc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi and Dahi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi and Ghost,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi and fruit ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi n Yogurt,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi n mirchain,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi qeema etc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabzi waly ko diye. phely dena Bohol gaya tha ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Sabzi, chicken, khajor, shaper",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabziii,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sabziyan,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Saeed Super Store Surf Tea Tea Bags Office Biscuits ets,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sallar's juice,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sami's dinner with khizzer,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Samosa Tea and 7up,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sanjay dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sara teath medic,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sarmad Snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sarmad Snooker + Snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Savers Grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sbzi rotiyan andey papey dhud,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Seal n food n file,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Seekh kabab (fyza hammad) dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sesame chicken,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Shabnoor biryani,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Shahzad Biryani,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Shaiza grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Shake from foodies and dew,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sharaf Teacher,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Shave n cutting 350
fruit Salad 470
Dahi bhalay 120
Ketchup Tissues kali mirch namak 600
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Shawarma, Pepsi Black, Juice
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Shezan bakery, office...",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Shufi's Dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Shuja dinner
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sidra farewell lunch at Bruno's. 200rs tip. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Skim Milk,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Smosay, koftay, cake, etc ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks @ Mediciti,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks at Sial more,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks for kids from college canteen.,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks for kids.,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snacks from Blue ribbon.,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Snocker My Pizza,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Special Olympics food,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Spicy chicken,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Steak House,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Strawberry Juice at IoBM,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Stuff for dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Subha ka nashta ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Subway & 2 coke. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Subway office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Subway shawarma tea cafe ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sunblock bread,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sundal and Juice,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sunday Diner koel cafe,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Sweet Youghart Milk etc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Swimming Lunch,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
TBH - CHAI ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Talha Tea,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tamator & mirchain,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tandoori roti,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tandori Rotis 35no.,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tapal tea,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea At Chai chuski + luddo play with ali and waleed,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea Biscuits ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea Break,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea Chips Hashlob,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea Fund,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea Milk in Office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea With Sajjad Khan,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea after Dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea and eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea and noodles with rajit n friends ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea and snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea and stuff ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea at APE,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea at Al Madinah with Friends ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea at jareed,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea box,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea coffee in the train,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea for Prabal in UK,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea hotel ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea in office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Tea leaves, Condensed milk, salt, বেশন",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea on Way,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea shirts,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea with Ali and Waleed,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea with Colleagues,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tea with Ishaque and Shak,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Tea, Biscuits, Colour Print",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Tea, Snacks",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Tea, Sprite, Gas, Waqas",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
TeaBreak,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Team Fund,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Team lunch ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
The Suez@dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Tip at Pizza Hut ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Tipu Burger, Milk Soda",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
To Yasir Khan for lunch,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
To home for grocery from Metro ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Toll, phone, food",Income,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Traut local chicken n local eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Trip Snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Turkish restaurant,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Two steak burger from SSS,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Umair: Cake for Usman,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Umair: Fruit Chat,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Umair: Lunch contribution in Office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Umair: Pizza Treat,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Umair: Shehri Birthday Cake and Drinks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Urdu online teacher,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Usmania Dinner
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Usmania Lunch Clients ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Uzma Baji Grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vada n pizza,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Vagetable, bread and eggs etc",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Vape coil, juice, tip 

",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables 1 pack,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables and grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables and misc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables etc. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables from Anjesh various occasion,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables lauka sajiwan.....,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Vegetables package,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Vegetables, ramyen, bread, cheese, sausage, cookies ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Wania's Milk + Cereal,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Water Can (160)
Milk 1 litre (80)
Shampoo (60)
Pineapple Shake (100)
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Water bottle, Dahi & Anday",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Water plus juice,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Water, Biscuits, Cake",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Week ki Roti, chain tight",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Wheat biscuits in lunch,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Whole food market,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
With draw amount for cake purchase and birthday celibration,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Zab chai
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Zab chai etc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Zeeshan Adil and Zeeshan ahmed. food and drink ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Zeeshan sb office main, bano pila0, tea and drink and chips ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Zinger, Cafe piyela ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Zubair ko diye dinner,eggs,package k",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"Zubair pco . sindh offer,1ltr juice,diet,charity",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
Zuni milk purchase ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
aata and milk from napi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
abu ammi dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
adeena juice etc,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
afruit,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
airport snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
aloo piyaz dahi timatar,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
ammi dawai.. sabzi.. sabun .. isbagool,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
amount all clear for milk ,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
anday sabZi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
andy bread,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
anniversary cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
anniversary dinner at meat the cheese ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
anti shaista mango,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
apple cake harshitha,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
at comilla restaurant,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
at pizza max,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
at restaurant the wok,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
attiya aapa cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
aunty baby dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
ayush cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
azm restaurant,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
baba chai Charcoal ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
babu futsal school breakfast ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"baby 4 formula milk tin, 2K cash for tins. ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
baby milk powder. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bakery handfree cig ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bakery items for Anis Bhai n family,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bakery products,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
ban aur dahi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
banana pan cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bananas bread eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
barbq dinner home,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
basit bottle cake,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
beanos cafe with su,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bearing/chain,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bekaar biryani,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bfst shermal nd tea,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bhatbhteni grocery,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bhurban snacks,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
big mart dry fruits,Income,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bill milk ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biryani at office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biryani family,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"biryani mango
",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biryani n icecream,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biryani with aayuzha ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biscuits + coffee + milk + Horlicks ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
biscuits sabzi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bistro 201 dinner,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bombay cakes,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bona papa large +lacteus +feeder+ sabzi,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
borrowed for lunch,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bottle cocolate roti butt lunch,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bought a juice at Green-o at Lucky one,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bought groceries from it,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bought snacks from esajees,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bran bread ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread Eating out ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and cheese,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and chips ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and eggs from market for daily use,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and other,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and patties,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread and vegetables ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread bf egg,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread ice cream,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread milk usman toy,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread milk yougurt chocolate,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread n eggs,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread n eggs from krisko,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread n paratha ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread penauts,Transfer,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread resbull,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread yogurt milk,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, egg",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, eggs, pakola and naan",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, fruit cake",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, papay",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, rusk",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread, shampoo, chewing gum, toast biscuits",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread,biscuit ",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
"bread,eggs,rice,surf,haldi,etc",Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
bread. surf. rat killera. till. khismish. khashas. charmagaz. ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast (5 days),Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast + meal,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast and juices,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast and water,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast coke shakti,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast fruits,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast in solar work,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast jagdish,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast office,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast purchase ,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast salanty hunza,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
breakfast water,Expense,2001.0,Food & Groceries,deterministic_rule,high,deterministic_rule
